ID,LoA,IPName,Project,District,Subcounty,Parish,Village,FFS Name,GroupStatus,Formation,GPS_Eastings,GPS_Northings,Facilitator,Contact,Sex,MaleMembers,FemaleMembers,PWD Males,PWD Females,TotalMembership,VC_Enterprise_Activity1,VC_Enterprise_Activity2,VC_Enterprise_Activity3,VC_Enterprise_Act 4
19,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,OCHAMAKINOS FFS,Old,2023,,,,,,8,22,,,30,"MAIZE GROWING, BEANS GROWING , SUNFLOWER GROWING",,,
20,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,NAWAPET FFS,Old,2023,,,,,,9,21,,,30,"SORGHUM GROWING, BEANS GROWING  ,SUNFLOWER GROWING ",,,
21,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,NAKWANGA FFS,Old,2021,,,,,Female,9,21,,,30,"VEGETABLE GROWING ,MAIZE GROWING ",,,
22,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,DIDI FFS,Old,2021,,,,,,11,19,,,30,"VEGETABLE GROWING ,MAIZE GROWING ",,,
23,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,ADULAI,Old,2021,,,,,,9,21,,,30,"VEGETABLE GROWING ,MAIZE GROWING ",,,
24,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,KAREAPETUKO,Old,2021,,,,,,10,20,,,30,"VEGETABLE GROWING ,MAIZE GROWING ",,,
25,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,ORUCHOKINOS FFS,Old,2021,,,,,Male,6,24,,,30,"GOAT REARING, CERAEL BANKING, VEGETABLE GROWING ",,,
26,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,LOYARABOTH,Old,2021,,,,,,6,24,,,30,"GOAT REARING, VEGETABLE GROWING ,CEREAL BANKING",,,
27,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,KITEYARAI,Old,2021,,,,,,23,7,,,30,"GOAT REARING, VEGETABLE GROWING ,CEREAL BANKING",,,
28,,KADP,UNJP/UGA/068/EC,MOROTO,TAPAC,,,RIAMRIAM,Old,2021,,,,,,8,22,,,30,"GOAT REARING, CEREAL BANKING, VEGETABLE GROWING ",,,
29,,KADP,UNJP/UGA/068/EC,MOROTO,KATIKEKILE,,,ARIAMAOI FFS,New,2025,,,,,Male,13,17,,,30,VEGETABLE GROWING ,,,
30,,KADP,UNJP/UGA/068/EC,MOROTO,KATIKEKILE,,,LOSILI BEE KEEPING GROUP,New,2025,,,,,,15,15,,,30,BEE KEEPING ,,,
31,,KADP,UNJP/UGA/068/EC,MOROTO,KATIKEKILE,,,LOTIATIA CEREAL BANKING GROUP,New,2025,,,,,,13,17,,,30,CEREAL BANKING,,,
32,,KADP,UNJP/UGA/068/EC,MOROTO,KATIKEKILE,,,LOETEH MORU BEE KEEPING GROUP ,New,2025,,,,,,14,16,,,30,BEEKEEPING,,,
33,,KADP,UNJP/UGA/068/EC,NAPAK,IRIIRI,,,ALEKILEK FFS,Old,2020,,,,,,10,20,,,30,"MAIIZE GROWING, SUNFLOWER GROWING, BEANS GROWING ",,,
34,,KADP,UNJP/UGA/068/EC,NAPAK,IRIIRI,,,KAURIKIAKINE FFS,Old,2010,,,,,,15,15,,,30,"SUNFLOWER GROWING ,VEGETABLE GROWING,SOYA BEANS ",,,
35,,KADP,UNJP/UGA/068/EC,NAPAK,IRIIRI,,,ARIAMAKOT FFS,Old,2017,,,,,,14,18,,,32,"SUNFLOWER, MAIZE ,SIMSIM",,,
36,,KADP,UNJP/UGA/068/EC,NAPAK,IRIIRI,,,NAMENDERA CEREAL BANKING GROUP LOGATHIA ,Old,2023,,,,,,1,29,,,30,"MAIZE ,SORGHUM,SUNFLOWER",,,
37,,KADP,UNJP/UGA/068/EC,NAPAK ,LORENGCHORA ,,,ETIYATA KAAPEI FFS,Old,2010,,,,,,8,22,,,30,"CASSAVA,SUNFLOWER,GROUNDNUT ",,,
38,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA ,,,NANYAKALI &LOKUPOI FFS,Old,2022,,,,,,20,10,,,30,"CASSAVA, SUNFLOWER, GROUND NUT",,,
39,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA ,,,ETAUTU OYARA,Old,2022,,,,,,17,13,,,30,"SUNFLOWER,GROUND NUTS , MAIZE ",,,
40,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA ,,,ATEKER NAKWAKWA FFS ,Old,2022,,,,,,18,12,,,30,SUNFLOWER GROWING  ,,,
41,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA ,,,LOBOK FFS,Old,2022,,,,,Female,15,15,,,30,"GOAT REARING, VEGETABLE GROWING ",,,
42,,KADP,UNJP/UGA/068/EC,NAPAK,LOPEEI,,,NATINGATING FFS,Old,2023,,,,,,6,24,,,30,"VEGETABLE GROWING (SUKUMA) ,ONIONS,TOMATOES ",,,
43,,KADP,UNJP/UGA/068/EC,NAPAK,LOPEEI,,,KOPEDURU FFS,Old,2022,,,,,,11,19,,,30,VEGETABLE GROWING (SUKUMA),,,
44,,KADP,UNJP/UGA/068/EC,NAPAK,LOPEEI,,,LOMURIA ONE ,Old,2022,,,,,,6,24,,,30,VEGETABLE GROWING (SUKUMA),,,
45,,KADP,UNJP/UGA/068/EC,NAPAK,LOPEEI,,,LOKALIMON,Old,2023,,,,,Male,10,20,,,30,VEGETABLE GROWING (SUKUMA),,,
46,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,ETATA OBARA ,Old,2022,,,,,,8,22,,,30,SUNFLOWER GROWING,,,
47,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,OBOKUTU OYARA,Old,2022,,,,,,6,24,,,30,SUNFLOWER GROWIMG,,,
48,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,TOO EKITELA ,Old,2008,,,,,,7,23,,,30,"SUNFLOWER, MAIZE BEANS GROWING",,,
49,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,LODOKET KE ERIS,Old,2023,,,,,Female,3,27,,,30,"MAIZE ,SUNFLOWER,GREEN GRAM",,,
50,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,NAROONGOR ,Old,2021,,,,,,15,15,,,30,,,,
51,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET ,,,NAWAIKOROT FARMERS GROUP,Old,2020,,,,,,4,26,,,30,"MAIZE , GREENGRAM, SUNFLOWER GROWING",,,
52,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,ABEKINOS,Old,2011,,,,,,4,26,,,30,"Green gram,Maize ,Sunflower",,,
53,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,LOMOKORI WOMEN GROUP ,Old,2021,,,,,Male,0,30,,,30,"MAIZE ,GREENGRAM,SOYA BEANS ",,,
54,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,APUR BATUR,Old,2021,,,,,,12,18,,,30,"MAIZE , GREENGRAM, SUNFLOWER GROWING",,,
55,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,NAKORETO PIGGERY GROUP ,Old,2021,,,,,,8,22,,,30,"SOYA ,GREENGRAM,SIMSIM",,,
56,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,KIDANG DANG FFS,Old,2021,,,,,,14,16,,,30,"GREENGRAM,MAIZE , VEGETABLE GROWING",,,
57,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,NARENGKITOE ,Old,2021,,,,,Male,11,19,,,30,"GREENGRAM,MAIZE ,SUNFLOWER",,,
58,,KADP,UNJP/UGA/068/EC,NAPAK ,APEITOLIM,,,KAIU NGATUK FAMERS GROUP,Old,2021,,,,,,16,14,,,30,"GREENGRAM,MAIZE ,SUNFLOWER",,,
59,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA ,,,ETIYATA KAAPEI APIRIKIPIE FAMERS GROUP ,Old,2021,,,,,,11,19,,,30,"SUNFLOWER,CEREAL BANKING,VSLA",,,
60,,KADP,UNJP/UGA/068/EC,NAPAK,IRIIRI,,,NAKUYON FARMER FIELD SCHOOL,New,2025,,,,,,13,17,,,30,"MAIZE ,SORGHUM,SUNFLOWER",,,
61,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA,,,KALOCHELEL SAVING GROUP,New,2025,,,,,Male,5,25,,,30,"CASSAVA ,SUNFLOWER ,GROUND NUT ",,,
62,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA,,,NAWATOM FARMER'S GROUP,New,2025,,,,,,12,18,,,30,"GROUND NUT ,SUNFLOWER ",,,
63,,KADP,UNJP/UGA/068/EC,NAPAK,LORENGCHORA,,,RAPADA FAMER FIELD SCHOOL,New,2025,,,,,,16,14,,,30,"SUNFLOWER ,VEGETABLE GROWING ",,,
64,,KADP,UNJP/UGA/068/EC,NAPAK ,NGOLERIET,,,ETATA OYARA FFS,New,2025,,,,,,4,26,,,30,SUNFLOWER GROWIMG ,,,
65,,KADP,UNJP/UGA/068/EC,NAPAK,NGOLERIET,,,NAGULE ANGOLOL FAMER'S GROUP ,New,2025,,,,,,5,25,,,30,SUNFLOWER GROWING,,,
66,,KADP,UNJP/UGA/068/EC,NAPAK,APEITOLIM,,,ETHINGARENO ASEGIS FAMER FIELD SCHOOL ,New,2025,,,,,,13,17,,,30,"GREENGRAM ,MAIZE SIM SIM ",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
